INDEX(),Date,Brand,Channel Funnel,Channel,Funnel,Tactic,Centralized Channel Funnel Tactic,Spend,LCND,LCROAS,pND,pROAS,Visit,clicks,impressions,orders
"14,418",8/12/25,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 85.32 , 989.36 , 11.60 ," 1,250.64 ", 14.66 , 652.00 ," 1,076.00 "," 8,867.00 ", 6.00 
"14,419",8/12/25,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,264.28 ", -   , -   ," 23,714.86 ", 18.76 , 92.00 , 772.00 ," 847,053.00 ", -   
"14,420",8/12/25,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration META, 316.31 , 61.53 , 0.19 , 616.80 , 1.95 ," 2,546.00 "," 4,499.00 "," 57,804.00 ", 1.00 
"14,421",8/12/25,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 595.63 , -   , -   ," 5,956.30 ", 10.00 , 32.00 , 294.00 ," 298,674.00 ", -   
"14,422",8/12/25,brand ca,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN, 185.89 , 324.48 , 1.75 ," 1,858.90 ", 10.00 , 571.00 ," 1,336.00 "," 174,492.00 ", 2.00 
"14,423",8/12/25,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX, 583.63 ," 2,423.32 ", 4.15 ," 2,201.59 ", 3.77 ," 1,123.00 "," 1,372.00 "," 117,803.00 ", 20.00 
"14,424",8/12/25,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC," 1,014.87 "," 3,245.38 ", 3.20 ," 2,948.43 ", 2.91 ," 2,897.00 "," 3,362.00 "," 191,108.00 ", 32.00 
"14,425",8/12/25,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 1,159.76 "," 9,903.43 ", 8.54 ," 3,198.81 ", 2.76 ," 5,281.00 ", -   , -   , 120.00 
"14,426",8/12/25,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 686.12 ," 17,812.78 ", 25.96 ," 3,313.18 ", 4.83 ," 1,676.00 ", -   , -   , 153.00 
"14,427",8/12/25,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 3,378.05 "," 85,347.36 ", 25.27 ," 6,401.05 ", 1.89 ," 2,934.00 ", -   , -   , 747.00 
"14,428",8/12/25,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 626.98 ," 119,993.27 ", 191.38 ," 7,679.57 ", 12.25 ," 16,243.00 "," 14,251.00 "," 24,602.00 "," 1,128.00 "
"14,429",8/12/25,brand outlet,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 1,247.93 "," 9,979.47 ", 8.00 ," 22,150.43 ", 17.75 ," 4,661.00 "," 6,967.00 "," 123,321.00 ", 134.00 
"14,430",8/12/25,brand outlet,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 3,938.92 "," 32,602.49 ", 8.28 ," 72,364.49 ", 18.37 ," 11,705.00 "," 15,905.00 "," 235,518.00 ", 308.00 
"14,431",8/12/25,brand outlet,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 1,210.18 "," 11,408.61 ", 9.43 ," 25,322.55 ", 20.92 ," 5,224.00 "," 7,569.00 "," 101,753.00 ", 143.00 
"14,432",8/12/25,brand outlet,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 439.36 ," 5,099.23 ", 11.61 ," 6,301.12 ", 14.34 ," 2,138.00 "," 2,043.00 "," 31,682.00 ", 41.00 
"14,433",8/12/25,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 4,613.19 "," 25,839.75 ", 5.60 ," 92,968.84 ", 20.15 ," 12,289.00 "," 17,204.00 "," 321,471.00 ", 316.00 
"14,434",8/12/25,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 1,770.43 "," 20,417.74 ", 11.53 ," 29,387.25 ", 16.60 ," 7,054.00 "," 10,593.00 "," 111,196.00 ", 252.00 
"14,435",8/12/25,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE, 205.61 ,,, 66.45 , 0.32 ,, 102.00 ," 111,787.00 ",
"14,436",8/12/25,brand outlet,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 19,925.52 "," 7,071.50 ", 0.35 ," 158,389.95 ", 7.95 ," 25,490.00 "," 41,257.00 "," 1,697,753.00 ", 79.00 
"14,437",8/12/25,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 7,779.73 "," 15,853.90 ", 2.04 ," 128,717.81 ", 16.55 ," 5,455.00 "," 5,217.00 "," 132,427.00 ", 141.00 
"14,438",8/12/25,brand outlet,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 11,663.11 "," 49,078.99 ", 4.21 ," 22,576.34 ", 1.94 ," 10,333.00 "," 12,716.00 "," 1,385,738.00 ", 471.00 
"14,439",8/12/25,brand outlet,RSC,Search,Conversion,RSC,Search Conversion RSC," 18,760.44 "," 144,600.35 ", 7.71 ," 312,770.56 ", 16.67 ," 34,706.00 "," 32,848.00 "," 2,408,323.00 "," 1,517.00 "
"14,440",8/13/25,brand us,Ad Marketplace,Search,Conversion,Ad Marketplace,Ad Marketplace,,, -   ,, -   ,, -   , -   ,
"14,441",8/13/25,brand us,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 4,713.61 "," 20,934.50 ", 4.44 ," 29,634.88 ", 6.29 ," 11,759.00 ", -   , -   , 149.00 
"14,442",8/13/25,brand us,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 958.08 ," 25,970.06 ", 27.11 ," 3,178.74 ", 3.32 ," 1,709.00 ", -   , -   , 130.00 
"14,443",8/13/25,brand us,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 4,613.61 "," 73,330.75 ", 15.89 ," 7,633.73 ", 1.65 ," 2,199.00 ", -   , -   , 368.00 
"14,444",8/13/25,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,748.42 "," 99,331.55 ", 56.81 ," 6,347.29 ", 3.63 ," 20,164.00 "," 19,141.00 "," 49,294.00 ", 546.00 
"14,445",8/13/25,brand us,CVR ASC Test,Social,Conversion,CVR ASC Test,Social Conversion ASC Test, 121.59 ,,,,,," 1,121.00 "," 15,401.00 ",
"14,446",8/13/25,brand us,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume, 273.62 ," 4,292.41 ", 15.69 , 197.45 , 0.72 ," 1,790.00 "," 2,717.00 "," 20,805.00 ", 31.00 
"14,447",8/13/25,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 842.64 ," 3,404.93 ", 4.04 ," 5,235.76 ", 6.21 ," 1,122.00 "," 2,125.00 "," 32,608.00 ", 16.00 
"14,448",8/13/25,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 7,107.52 ", -   , -   ," 44,839.92 ", 6.31 , 372.00 ," 2,986.00 "," 2,664,276.00 ", -   
"14,449",8/13/25,brand us,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 6,926.93 "," 1,033.02 ", 0.15 ," 124,715.91 ", 18.00 ," 15,087.00 "," 28,071.00 "," 603,915.00 ", 7.00 
"14,450",8/13/25,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand, 573.29 , 195.00 , 0.34 , 214.50 , 0.37 , 997.00 , 535.00 ," 12,569.00 ", 1.00 
"14,451",8/13/25,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 307.75 ,,,,,, 558.00 ," 1,784.00 ",
"14,452",8/13/25,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 6,534.76 ", -   , -   ," 30,832.30 ", 4.72 , 92.00 ," 1,815.00 "," 1,765,639.00 ", -   
"14,453",8/13/25,brand us,Pinterest AWE Credits,Social,Awareness,Pinterest AWE Credits,Pinterest AWE Credits, -   ,, -   ,, -   ,,,,
"14,454",8/13/25,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration CUS," 1,813.11 ", -   , -   ," 16,102.41 ", 8.88 ," 1,718.00 "," 2,859.00 "," 444,570.00 ", -   
"14,455",8/13/25,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN," 2,855.97 "," 1,944.76 ", 0.68 ," 38,041.52 ", 13.32 ," 9,335.00 "," 11,006.00 "," 805,910.00 ", 12.00 
"14,456",8/13/25,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Search, 702.61 , -   , -   ," 9,358.77 ", 13.32 , 140.00 , 581.00 ," 75,798.00 ", -   
"14,457",8/13/25,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 9,872.86 "," 34,307.68 ", 3.47 ," 60,021.29 ", 6.08 ," 12,198.00 "," 13,610.00 "," 1,042,404.00 ", 232.00 
"14,458",8/13/25,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 5,505.68 "," 26,563.49 ", 4.82 ," 25,538.14 ", 4.64 ," 9,637.00 "," 9,878.00 "," 613,834.00 ", 170.00 
"14,459",8/13/25,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 2,289.25 ", -   , -   ," 26,384.75 ", 11.53 , 128.00 , 872.00 ," 761,159.00 ", -   
"14,460",8/13/25,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration CUS, 544.93 , -   , -   ," 5,886.72 ", 10.80 , 480.00 ," 2,636.00 "," 71,569.00 ", -   
"14,461",8/13/25,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration Search, 710.21 , -   , -   ," 7,672.19 ", 10.80 , 59.00 , 959.00 ," 166,408.00 ", -   
"14,462",8/13/25,brand us,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni,, 728.19 , -   , 33.50 , -   , 777.00 ,,, 7.00 
"14,463",8/13/25,brand us,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value,, -   , -   , -   , -   , 15.00 ,,, -   
"14,464",8/13/25,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   , -   , -   , 2.00 ,,, -   
"14,465",8/13/25,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   , -   , -   , 5.00 ,,, -   
"14,466",8/13/25,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 29.72 , 62.26 , 2.10 , 29.05 , 0.98 , 413.00 , -   , -   , 1.00 
"14,467",8/13/25,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 117.58 ," 3,361.45 ", 28.59 , 722.38 , 6.14 , 303.00 , -   , -   , 24.00 
"14,468",8/13/25,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty, 229.61 ," 3,914.81 ", 17.05 , 972.83 , 4.24 , 230.00 , -   , -   , 30.00 
"14,469",8/13/25,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 167.35 ," 16,159.30 ", 96.56 ," 1,061.67 ", 6.34 ," 4,457.00 "," 4,849.00 "," 13,798.00 ", 114.00 
"14,470",8/13/25,brand ca,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume, 295.15 ," 2,212.01 ", 7.49 ," 3,075.36 ", 10.42 ," 1,780.00 "," 2,173.00 "," 21,120.00 ", 22.00 
"14,471",8/13/25,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, 227.42 ," 1,526.42 ", 6.71 ," 1,573.90 ", 6.92 ," 2,107.00 "," 2,458.00 "," 25,749.00 ", 14.00 
"14,472",8/13/25,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 206.08 ," 1,883.14 ", 9.14 ," 2,380.48 ", 11.55 ," 1,326.00 "," 2,202.00 "," 21,745.00 ", 10.00 
"14,473",8/13/25,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,261.28 ", 17.85 , 0.01 ," 23,658.59 ", 18.76 , 74.00 , 878.00 ," 833,318.00 ", 1.00 
"14,474",8/13/25,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration META, 304.84 , 273.97 , 0.90 , 594.44 , 1.95 ," 2,518.00 "," 4,439.00 "," 56,810.00 ", 3.00 
"14,475",8/13/25,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 591.64 , -   , -   ," 5,916.40 ", 10.00 , 41.00 , 324.00 ," 301,495.00 ", -   
"14,476",8/13/25,brand ca,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN, 181.41 , 33.69 , 0.19 ," 1,814.10 ", 10.00 , 611.00 ," 1,400.00 "," 160,539.00 ", 1.00 
"14,477",8/13/25,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX, 789.53 ," 3,268.28 ", 4.14 ," 2,969.23 ", 3.76 ," 1,256.00 "," 1,690.00 "," 139,160.00 ", 21.00 
"14,478",8/13/25,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC," 1,256.71 "," 7,010.40 ", 5.58 ," 6,368.94 ", 5.07 ," 2,934.00 "," 3,464.00 "," 210,541.00 ", 48.00 
"14,479",8/13/25,brand ca,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value,, -   , -   , -   , -   , 14.00 ,,, -   
"14,480",8/13/25,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 1,416.90 "," 11,985.78 ", 8.46 ," 3,871.41 ", 2.73 ," 6,186.00 ", -   , -   , 146.00 
"14,481",8/13/25,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 735.04 ," 17,805.80 ", 24.22 ," 3,311.88 ", 4.51 ," 1,547.00 ", -   , -   , 146.00 
"14,482",8/13/25,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 3,113.70 "," 76,147.93 ", 24.46 ," 5,711.09 ", 1.83 ," 2,947.00 ", -   , -   , 694.00 
"14,483",8/13/25,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 619.37 ," 127,033.95 ", 205.10 ," 8,130.17 ", 13.13 ," 16,147.00 "," 14,309.00 "," 24,716.00 "," 1,172.00 "
"14,484",8/13/25,brand outlet,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 1,405.97 "," 8,313.08 ", 5.91 ," 18,451.71 ", 13.12 ," 5,194.00 "," 7,586.00 "," 149,908.00 ", 117.00 
"14,485",8/13/25,brand outlet,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 4,099.01 "," 30,981.76 ", 7.56 ," 68,767.11 ", 16.78 ," 11,669.00 "," 16,270.00 "," 235,281.00 ", 283.00 
"14,486",8/13/25,brand outlet,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 1,422.26 "," 12,991.20 ", 9.13 ," 28,835.27 ", 20.27 ," 6,045.00 "," 8,378.00 "," 120,990.00 ", 137.00 
"14,487",8/13/25,brand outlet,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 411.36 ," 3,449.69 ", 8.39 ," 4,262.78 ", 10.36 ," 1,802.00 "," 1,873.00 "," 27,870.00 ", 31.00 
"14,488",8/13/25,brand outlet,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA," 5,300.66 "," 29,917.73 ", 5.64 ," 107,641.00 ", 20.31 ," 13,385.00 "," 18,846.00 "," 374,089.00 ", 379.00 
"14,489",8/13/25,brand outlet,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA," 1,915.85 "," 20,398.65 ", 10.65 ," 29,359.78 ", 15.32 ," 7,015.00 "," 10,014.00 "," 118,150.00 ", 258.00 
"14,490",8/13/25,brand outlet,Meta AWE,Social,Awareness,Meta AWE,Meta AWE, 191.72 ,,, 61.96 , 0.32 ,, 124.00 ," 101,021.00 ",
"14,491",8/13/25,brand outlet,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 20,209.30 "," 5,087.61 ", 0.25 ," 160,645.75 ", 7.95 ," 25,085.00 "," 41,556.00 "," 1,672,835.00 ", 57.00 
"14,492",8/13/25,brand outlet,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand," 7,612.16 "," 19,117.48 ", 2.51 ," 155,214.82 ", 20.39 ," 5,536.00 "," 5,043.00 "," 137,540.00 ", 176.00 
"14,493",8/13/25,brand outlet,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 7,700.16 "," 47,900.22 ", 6.22 ," 22,034.10 ", 2.86 ," 9,619.00 "," 8,780.00 "," 1,148,999.00 ", 467.00 
"14,494",8/13/25,brand outlet,RSC,Search,Conversion,RSC,Search Conversion RSC," 19,564.73 "," 136,362.88 ", 6.97 ," 294,952.91 ", 15.08 ," 34,400.00 "," 34,796.00 "," 2,479,424.00 "," 1,514.00 "
"14,495",8/14/25,brand us,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 4,967.63 "," 19,553.87 ", 3.94 ," 27,680.46 ", 5.57 ," 9,397.00 ", -   , -   , 133.00 
"14,496",8/14/25,brand us,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 682.47 ," 18,298.29 ", 26.81 ," 2,239.71 ", 3.28 ," 1,251.00 ", -   , -   , 94.00 
"14,497",8/14/25,brand us,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 3,558.42 "," 58,045.90 ", 16.31 ," 6,042.58 ", 1.70 ," 2,177.00 ", -   , -   , 308.00 
"14,498",8/14/25,brand us,Brand,Search,Conversion,Brand,Search Conversion Brand," 1,758.59 "," 82,881.58 ", 47.13 ," 5,296.13 ", 3.01 ," 20,163.00 "," 19,182.00 "," 50,199.00 ", 486.00 
"14,499",8/14/25,brand us,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni, 199.99 ," 2,433.22 ", 12.17 , 282.25 , 1.41 ," 1,535.00 "," 2,306.00 "," 16,025.00 ", 18.00 
"14,500",8/14/25,brand us,CVR ASC Test,Social,Conversion,CVR ASC Test,Social Conversion ASC Test, 22.43 ,,,,,, 232.00 ," 2,580.00 ",
"14,501",8/14/25,brand us,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value, 367.62 ," 2,082.91 ", 5.67 , 241.62 , 0.66 ," 1,082.00 "," 1,712.00 "," 16,070.00 ", 13.00 
"14,502",8/14/25,brand us,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume, 702.70 ," 5,607.92 ", 7.98 , 650.52 , 0.93 ," 3,211.00 "," 5,209.00 "," 46,130.00 ", 33.00 
"14,503",8/14/25,brand us,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 242.88 , 473.45 , 1.95 , 728.02 , 3.00 , 401.00 , 527.00 ," 7,419.00 ", 5.00 
"14,504",8/14/25,brand us,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 7,121.85 ", -   , -   ," 44,930.33 ", 6.31 , 354.00 ," 2,961.00 "," 2,618,919.00 ", -   
"14,505",8/14/25,brand us,Meta CON,Social,Consideration,Meta CON,Social Consideration META," 6,850.76 ", 886.46 , 0.13 ," 123,344.51 ", 18.00 ," 14,440.00 "," 27,114.00 "," 592,953.00 ", 5.00 
"14,506",8/14/25,brand us,Non Brand,Search,Conversion,Non Brand,Search Conversion Non Brand, 880.87 , 785.89 , 0.89 , 864.48 , 0.98 ," 1,547.00 ", 970.00 ," 16,446.00 ", 4.00 
"14,507",8/14/25,brand us,Non Brand CON,Search,Consideration,Non Brand,Search Consideration Non Brand, 359.50 ,,,,,, 650.00 ," 1,844.00 ",
"14,508",8/14/25,brand us,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE," 6,454.44 ", -   , -   ," 30,453.34 ", 4.72 , 107.00 ," 1,741.00 "," 1,752,537.00 ", -   
"14,509",8/14/25,brand us,Pinterest AWE Credits,Social,Awareness,Pinterest AWE Credits,Pinterest AWE Credits, -   ,, -   ,, -   ,,,,
"14,510",8/14/25,brand us,Pinterest CON CUS,Social,Consideration,Pinterest CON CUS,Social Consideration CUS," 1,815.27 ", -   , -   ," 16,121.59 ", 8.88 ," 1,715.00 "," 2,806.00 "," 442,856.00 ", -   
"14,511",8/14/25,brand us,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN," 2,874.29 "," 1,481.28 ", 0.52 ," 38,285.54 ", 13.32 ," 9,318.00 "," 11,495.00 "," 858,701.00 ", 12.00 
"14,512",8/14/25,brand us,Pinterest CON Search,Social,Consideration,Pinterest CON Search,Social Consideration Search, 707.43 , -   , -   ," 9,422.97 ", 13.32 , 147.00 , 589.00 ," 84,670.00 ", -   
"14,513",8/14/25,brand us,PMAX,Search,Conversion,PMAX,Search Conversion PMAX," 7,926.76 "," 29,857.34 ", 3.77 ," 52,235.42 ", 6.59 ," 10,662.00 "," 11,458.00 "," 907,618.00 ", 191.00 
"14,514",8/14/25,brand us,RSC,Search,Conversion,RSC,Search Conversion RSC," 4,432.91 "," 15,274.70 ", 3.45 ," 14,685.10 ", 3.31 ," 8,638.00 "," 8,382.00 "," 546,877.00 ", 122.00 
"14,515",8/14/25,brand us,TikTok AWE,Social,Awareness,TikTok AWE,TikTok AWE," 2,281.08 ", -   , -   ," 26,290.59 ", 11.53 , 120.00 , 820.00 ," 766,429.00 ", -   
"14,516",8/14/25,brand us,TikTok CON CUS,Social,Consideration,TikTok CON CUS,Social Consideration CUS, 565.58 , -   , -   ," 6,109.79 ", 10.80 , 501.00 ," 2,922.00 "," 60,707.00 ", -   
"14,517",8/14/25,brand us,TikTok CON Search,Social,Consideration,TikTok CON Search,Social Consideration Search, 709.62 , -   , -   ," 7,665.81 ", 10.80 , 63.00 , 886.00 ," 167,571.00 ", -   
"14,518",8/14/25,brand us,Ad Marketplace,Search,Conversion,Ad Marketplace,Ad Marketplace,, -   , -   ,, -   , 1.00 ,,, -   
"14,519",8/14/25,brand us,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA,, -   , -   , -   , -   , 1.00 ,,, -   
"14,520",8/14/25,brand us,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA,, -   , -   , -   , -   , 22.00 ,,, -   
"14,521",8/14/25,brand ca,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content, 100.28 , 673.99 , 6.72 , 314.48 , 3.14 , 339.00 , -   , -   , 2.00 
"14,522",8/14/25,brand ca,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 166.08 ," 5,453.66 ", 32.84 ," 1,171.99 ", 7.06 , 324.00 , -   , -   , 32.00 
"14,523",8/14/25,brand ca,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty, 216.99 ," 3,479.93 ", 16.04 , 864.76 , 3.99 , 252.00 , -   , -   , 34.00 
"14,524",8/14/25,brand ca,Brand,Search,Conversion,Brand,Search Conversion Brand, 160.39 ," 11,539.49 ", 71.95 , 758.14 , 4.73 ," 4,487.00 "," 4,835.00 "," 13,865.00 ", 82.00 
"14,525",8/14/25,brand ca,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value, 33.84 , 137.73 , 4.07 , 191.48 , 5.66 , 148.00 , 257.00 ," 3,840.00 ", 1.00 
"14,526",8/14/25,brand ca,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume, 116.36 ," 1,152.95 ", 9.91 ," 1,602.94 ", 13.78 , 545.00 , 669.00 ," 12,023.00 ", 6.00 
"14,527",8/14/25,brand ca,CVR DAB,Social,Conversion,CVR DAB,Social Conversion DABA, -   , 220.89 , -   , 227.76 , -   , 59.00 , -   , -   , 2.00 
"14,528",8/14/25,brand ca,CVR DPA,Social,Conversion,CVR DPA,Social Conversion DPA, 50.61 , 287.16 , 5.67 , 363.01 , 7.17 , 581.00 , 549.00 ," 5,181.00 ", 4.00 
"14,529",8/14/25,brand ca,Meta AWE,Social,Awareness,Meta AWE,Meta AWE," 1,259.92 ", -   , -   ," 23,633.08 ", 18.76 , 84.00 , 847.00 ," 809,084.00 ", -   
"14,530",8/14/25,brand ca,Meta CON,Social,Consideration,Meta CON,Social Consideration META, 290.68 , 95.23 , 0.33 , 566.83 , 1.95 ," 2,394.00 "," 4,035.00 "," 54,087.00 ", 1.00 
"14,531",8/14/25,brand ca,Pinterest AWE,Social,Awareness,Pinterest AWE,Pinterest AWE, 587.90 , -   , -   ," 5,879.00 ", 10.00 , 19.00 , 291.00 ," 299,078.00 ", -   
"14,532",8/14/25,brand ca,Pinterest CON DYN,Social,Consideration,Pinterest CON DYN,Social Consideration DYN, 179.11 , 151.73 , 0.85 ," 1,791.10 ", 10.00 , 642.00 ," 1,499.00 "," 167,194.00 ", 2.00 
"14,533",8/14/25,brand ca,PMAX,Search,Conversion,PMAX,Search Conversion PMAX, 610.39 ," 3,696.34 ", 6.06 ," 3,358.13 ", 5.50 ," 1,162.00 "," 1,487.00 "," 120,237.00 ", 22.00 
"14,534",8/14/25,brand ca,RSC,Search,Conversion,RSC,Search Conversion RSC," 1,045.67 "," 4,849.71 ", 4.64 ," 4,405.96 ", 4.21 ," 2,754.00 "," 3,179.00 "," 193,452.00 ", 35.00 
"14,535",8/14/25,brand outlet,Aff Content,Affiliates,Consideration,Aff Content,Affiliates Consideration Content," 1,479.16 "," 10,412.34 ", 7.04 ," 3,363.19 ", 2.27 ," 7,283.00 ", -   , -   , 143.00 
"14,536",8/14/25,brand outlet,Aff Coupon,Affiliates,Conversion,Aff Coupon,Affiliates Conversion Coupon, 551.38 ," 13,203.78 ", 23.95 ," 2,455.90 ", 4.45 ," 1,532.00 ", -   , -   , 121.00 
"14,537",8/14/25,brand outlet,Aff Loyalty,Affiliates,Conversion,Aff Loyalty,Affiliates Conversion Loyalty," 2,682.87 "," 67,560.77 ", 25.18 ," 5,067.06 ", 1.89 ," 2,888.00 ", -   , -   , 592.00 
"14,538",8/14/25,brand outlet,Brand,Search,Conversion,Brand,Search Conversion Brand, 645.94 ," 111,640.62 ", 172.83 ," 7,145.00 ", 11.06 ," 16,096.00 "," 14,215.00 "," 24,883.00 "," 1,032.00 "
"14,539",8/14/25,brand outlet,CVR ASC Omni,Social,Conversion,CVR ASC Omni,Social Conversion ASC Omni," 3,066.27 "," 22,889.36 ", 7.46 ," 50,805.22 ", 16.57 ," 11,860.00 "," 18,704.00 "," 304,081.00 ", 282.00 
"14,540",8/14/25,brand outlet,CVR ASC Value,Social,Conversion,CVR ASC Value,Social Conversion ASC Value," 4,666.15 "," 26,548.62 ", 5.69 ," 58,927.32 ", 12.63 ," 11,456.00 "," 14,262.00 "," 300,117.00 ", 235.00 
"14,541",8/14/25,brand outlet,CVR ASC Volume,Social,Conversion,CVR ASC Volume,Social Conversion ASC Volume," 5,604.79 "," 27,017.08 ", 4.82 ," 59,967.11 ", 10.70 ," 13,538.00 "," 20,301.00 "," 449,421.00 ", 314.00 
"14,542",8/14/25,brand outlet,CVR CUS,Social,Conversion,CVR CUS,Social Conversion Custom, 97.73 , 329.56 , 3.37 , 407.24 , 4.17 , 542.00 , 379.00 ," 5,253.00 ", 5.00 
